Date,Hostel Name,City,Country,Avg Bed Price (£),Occupancy
2023-02-27,Córdoba Mezquita Catedral,Cordoba,Spain,36.72,141
2023-02-27,Madrid Central,Madrid,Spain,33.51,63
2023-02-27,Glasgow Charing Cross,Glasgow,United Kingdom,34.58,123
2023-02-27,Edinburgh Cowgate,Edinburgh,United Kingdom,31.82,87
2023-02-27,London Elephant & Castle,London,United Kingdom,41.66,118
2023-02-27,London Kensington Holland Park,London,United Kingdom,30.97,69
2023-02-27,York Micklegate,York,United Kingdom,37.67,82
2023-02-28,Brussels Grand Place,Brussels,Belgium,30.08,65
2023-02-28,Prague Charles Bridge,Prague,Czech Republic,41.35,101
2023-02-28,Berlin Kurfürstendamm,Berlin,Germany,28.35,153
2023-02-28,Athens Monastiraki,Athens,Greece,30.94,119
2023-02-28,Pisa Centrale,Pisa,Italy,34.81,107
2023-02-28,Warsaw Old Town,Warsaw,Poland,32.99,95
2023-02-28,Lisbon Bairro Alto,Lisbon,Portugal,25.44,109
2023-02-28,Bratislava Presidential Palace,Bratislava,Slovakia,26.74,98
2023-02-28,Barcelona Gothic,Barcelona,Spain,38.32,102
2023-02-28,Barcelona Passeig de Gracia,Barcelona,Spain,32.7,91
2023-02-28,"Calpe Seafront, Costa Blanca",Calpe,Spain,39.31,126
2023-02-28,Córdoba Mezquita Catedral,Cordoba,Spain,24.75,92
2023-02-28,Madrid Central,Madrid,Spain,33.29,108
2023-02-28,Glasgow Charing Cross,Glasgow,United Kingdom,37.66,139
2023-02-28,Edinburgh Cowgate,Edinburgh,United Kingdom,36.89,132
2023-02-28,London Elephant & Castle,London,United Kingdom,41.86,93
2023-02-28,London Kensington Holland Park,London,United Kingdom,40.83,137
2023-02-28,York Micklegate,York,United Kingdom,29.79,125
2023-03-01,Brussels Grand Place,Brussels,Belgium,30.31,84
2023-03-01,Prague Charles Bridge,Prague,Czech Republic,41.27,97
2023-03-01,Berlin Kurfürstendamm,Berlin,Germany,30.55,109
2023-03-01,Athens Monastiraki,Athens,Greece,24.73,94
2023-03-01,Pisa Centrale,Pisa,Italy,30.64,105
2023-03-01,Warsaw Old Town,Warsaw,Poland,31.92,82
2023-03-01,Lisbon Bairro Alto,Lisbon,Portugal,31.54,87
2023-03-01,Bratislava Presidential Palace,Bratislava,Slovakia,39.49,79
2023-03-01,Barcelona Gothic,Barcelona,Spain,23.48,77
2023-03-01,Barcelona Passeig de Gracia,Barcelona,Spain,31.02,99
2023-03-01,"Calpe Seafront, Costa Blanca",Calpe,Spain,28.71,123
2023-03-01,Córdoba Mezquita Catedral,Cordoba,Spain,38.27,117
2023-03-01,Madrid Central,Madrid,Spain,35.46,116
2023-03-01,Glasgow Charing Cross,Glasgow,United Kingdom,28.91,120
2023-03-01,Edinburgh Cowgate,Edinburgh,United Kingdom,31.94,94
2023-03-01,London Elephant & Castle,London,United Kingdom,32.84,119
2023-03-01,London Kensington Holland Park,London,United Kingdom,25.5,117
2023-03-01,York Micklegate,York,United Kingdom,33.8,105
2023-03-02,Brussels Grand Place,Brussels,Belgium,22.99,119
2023-03-02,Prague Charles Bridge,Prague,Czech Republic,36.33,87
2023-03-02,Berlin Kurfürstendamm,Berlin,Germany,30.94,107
2023-03-02,Athens Monastiraki,Athens,Greece,36.32,93
2023-03-02,Pisa Centrale,Pisa,Italy,38.24,94
2023-03-02,Warsaw Old Town,Warsaw,Poland,27.91,94
2023-03-02,Lisbon Bairro Alto,Lisbon,Portugal,32.69,76
2023-03-02,Bratislava Presidential Palace,Bratislava,Slovakia,38.17,135
2023-03-02,Barcelona Gothic,Barcelona,Spain,35.72,83
2023-03-02,Barcelona Passeig de Gracia,Barcelona,Spain,30.27,124
2023-03-02,"Calpe Seafront, Costa Blanca",Calpe,Spain,38.65,91
2023-03-02,Córdoba Mezquita Catedral,Cordoba,Spain,32.19,126
2023-03-02,Madrid Central,Madrid,Spain,30.96,125
2023-03-02,Glasgow Charing Cross,Glasgow,United Kingdom,41.58,130
2023-03-02,Edinburgh Cowgate,Edinburgh,United Kingdom,41.38,122
2023-03-02,London Elephant & Castle,London,United Kingdom,28.57,120
2023-03-02,London Kensington Holland Park,London,United Kingdom,32.47,86
2023-03-02,York Micklegate,York,United Kingdom,33.22,129
2023-03-03,Brussels Grand Place,Brussels,Belgium,30.47,108
2023-03-03,Prague Charles Bridge,Prague,Czech Republic,38.3,123
2023-03-03,Berlin Kurfürstendamm,Berlin,Germany,30.34,93
2023-03-03,Athens Monastiraki,Athens,Greece,33.99,101
2023-03-03,Pisa Centrale,Pisa,Italy,36.44,130
2023-03-03,Warsaw Old Town,Warsaw,Poland,28.88,132
2023-03-03,Lisbon Bairro Alto,Lisbon,Portugal,30.28,99
2023-03-03,Bratislava Presidential Palace,Bratislava,Slovakia,30.82,87
2023-03-03,Barcelona Gothic,Barcelona,Spain,28.21,127
2023-03-03,Barcelona Passeig de Gracia,Barcelona,Spain,35.68,110
2023-03-03,"Calpe Seafront, Costa Blanca",Calpe,Spain,25.23,128
2023-03-03,Córdoba Mezquita Catedral,Cordoba,Spain,25.66,91
2023-03-03,Madrid Central,Madrid,Spain,32.91,122
2023-03-03,Glasgow Charing Cross,Glasgow,United Kingdom,31.29,94
2023-03-03,Edinburgh Cowgate,Edinburgh,United Kingdom,27.79,110
2023-03-03,London Elephant & Castle,London,United Kingdom,37.05,103
2023-03-03,London Kensington Holland Park,London,United Kingdom,32.93,97
2023-03-03,York Micklegate,York,United Kingdom,24.22,101
2023-03-04,Brussels Grand Place,Brussels,Belgium,43.02,164
2023-03-04,Prague Charles Bridge,Prague,Czech Republic,40.5,152
2023-03-04,Berlin Kurfürstendamm,Berlin,Germany,32.9,132
2023-03-04,Athens Monastiraki,Athens,Greece,36.9,123
2023-03-04,Pisa Centrale,Pisa,Italy,32.32,118
2023-03-04,Warsaw Old Town,Warsaw,Poland,39.38,164
2023-03-04,Lisbon Bairro Alto,Lisbon,Portugal,28.4,117
2023-03-04,Bratislava Presidential Palace,Bratislava,Slovakia,27.77,138
2023-03-04,Barcelona Gothic,Barcelona,Spain,34.19,129
2023-03-04,Barcelona Passeig de Gracia,Barcelona,Spain,26.57,126
2023-03-04,"Calpe Seafront, Costa Blanca",Calpe,Spain,40.28,120
2023-03-04,Córdoba Mezquita Catedral,Cordoba,Spain,38.58,151
2023-03-04,Madrid Central,Madrid,Spain,38.32,128
2023-03-04,Glasgow Charing Cross,Glasgow,United Kingdom,40.48,99
2023-03-04,Edinburgh Cowgate,Edinburgh,United Kingdom,43.48,144
2023-03-04,London Elephant & Castle,London,United Kingdom,40.93,157
2023-03-04,London Kensington Holland Park,London,United Kingdom,33.09,140
2023-03-04,York Micklegate,York,United Kingdom,40.81,106
2023-03-05,Brussels Grand Place,Brussels,Belgium,32.6,100
2023-03-05,Prague Charles Bridge,Prague,Czech Republic,42.85,156
2023-03-05,Berlin Kurfürstendamm,Berlin,Germany,37.61,127
2023-03-05,Athens Monastiraki,Athens,Greece,39.26,124
2023-03-05,Pisa Centrale,Pisa,Italy,43.32,133
2023-03-05,Warsaw Old Town,Warsaw,Poland,28.62,135
2023-03-05,Lisbon Bairro Alto,Lisbon,Portugal,36.16,156
2023-03-05,Bratislava Presidential Palace,Bratislava,Slovakia,33.06,96
2023-03-05,Barcelona Gothic,Barcelona,Spain,36.36,163
2023-03-05,Barcelona Passeig de Gracia,Barcelona,Spain,39.93,142
2023-03-05,"Calpe Seafront, Costa Blanca",Calpe,Spain,33.45,137
2023-03-05,Córdoba Mezquita Catedral,Cordoba,Spain,38.75,137
2023-03-05,Madrid Central,Madrid,Spain,39.51,139
2023-03-05,Glasgow Charing Cross,Glasgow,United Kingdom,37.52,153
2023-03-05,Edinburgh Cowgate,Edinburgh,United Kingdom,30.67,162
2023-03-05,London Elephant & Castle,London,United Kingdom,43.78,164
2023-03-05,London Kensington Holland Park,London,United Kingdom,31.44,161
2023-03-05,York Micklegate,York,United Kingdom,32.42,164
2023-03-06,Brussels Grand Place,Brussels,Belgium,37.02,114
2023-03-06,Prague Charles Bridge,Prague,Czech Republic,23.59,87
2023-03-06,Berlin Kurfürstendamm,Berlin,Germany,28.29,99
2023-03-06,Athens Monastiraki,Athens,Greece,35.41,120
2023-03-06,Pisa Centrale,Pisa,Italy,29.0,74
2023-03-06,Warsaw Old Town,Warsaw,Poland,37.7,98
2023-03-06,Lisbon Bairro Alto,Lisbon,Portugal,30.24,74
2023-03-06,Bratislava Presidential Palace,Bratislava,Slovakia,29.33,99
2023-03-06,Barcelona Gothic,Barcelona,Spain,32.41,122
2023-03-06,Barcelona Passeig de Gracia,Barcelona,Spain,37.91,106
2023-03-06,"Calpe Seafront, Costa Blanca",Calpe,Spain,31.71,104
2023-03-06,Córdoba Mezquita Catedral,Cordoba,Spain,33.36,124
2023-03-06,Madrid Central,Madrid,Spain,35.14,84
2023-03-06,Glasgow Charing Cross,Glasgow,United Kingdom,35.07,106
2023-03-06,Edinburgh Cowgate,Edinburgh,United Kingdom,30.29,126
2023-03-06,London Elephant & Castle,London,United Kingdom,30.91,110
2023-03-06,London Kensington Holland Park,London,United Kingdom,36.73,82
2023-03-06,York Micklegate,York,United Kingdom,29.73,104
2023-03-07,Brussels Grand Place,Brussels,Belgium,30.92,97
2023-03-07,Prague Charles Bridge,Prague,Czech Republic,25.77,83
2023-03-07,Berlin Kurfürstendamm,Berlin,Germany,35.38,102
2023-03-07,Athens Monastiraki,Athens,Greece,35.59,143
2023-03-07,Pisa Centrale,Pisa,Italy,38.74,134
2023-03-07,Warsaw Old Town,Warsaw,Poland,31.87,82
2023-03-07,Lisbon Bairro Alto,Lisbon,Portugal,35.07,127
2023-03-07,Bratislava Presidential Palace,Bratislava,Slovakia,27.6,106
2023-03-07,Barcelona Gothic,Barcelona,Spain,40.63,96
2023-03-07,Barcelona Passeig de Gracia,Barcelona,Spain,28.82,102
2023-03-07,"Calpe Seafront, Costa Blanca",Calpe,Spain,29.03,117
2023-03-07,Córdoba Mezquita Catedral,Cordoba,Spain,30.04,125
2023-03-07,Madrid Central,Madrid,Spain,42.18,93
2023-03-07,Glasgow Charing Cross,Glasgow,United Kingdom,38.57,106
2023-03-07,Edinburgh Cowgate,Edinburgh,United Kingdom,28.77,92
2023-03-07,London Elephant & Castle,London,United Kingdom,36.95,103
2023-03-07,London Kensington Holland Park,London,United Kingdom,37.03,111
2023-03-07,York Micklegate,York,United Kingdom,40.01,90
2023-03-08,Brussels Grand Place,Brussels,Belgium,30.43,90
2023-03-08,Prague Charles Bridge,Prague,Czech Republic,30.5,145
2023-03-08,Berlin Kurfürstendamm,Berlin,Germany,28.42,132
2023-03-08,Athens Monastiraki,Athens,Greece,22.24,118
2023-03-08,Pisa Centrale,Pisa,Italy,28.78,115
2023-03-08,Warsaw Old Town,Warsaw,Poland,38.48,105
2023-03-08,Lisbon Bairro Alto,Lisbon,Portugal,29.27,117
2023-03-08,Bratislava Presidential Palace,Bratislava,Slovakia,36.56,122
2023-03-08,Barcelona Gothic,Barcelona,Spain,35.2,134
2023-03-08,Barcelona Passeig de Gracia,Barcelona,Spain,30.84,79
2023-03-08,"Calpe Seafront, Costa Blanca",Calpe,Spain,28.3,116
2023-03-08,Córdoba Mezquita Catedral,Cordoba,Spain,28.48,128
2023-03-08,Madrid Central,Madrid,Spain,26.33,94
2023-03-08,Glasgow Charing Cross,Glasgow,United Kingdom,34.96,110
2023-03-08,Edinburgh Cowgate,Edinburgh,United Kingdom,24.93,108
2023-03-08,London Elephant & Castle,London,United Kingdom,22.61,64
2023-03-08,London Kensington Holland Park,London,United Kingdom,33.38,129
2023-03-08,York Micklegate,York,United Kingdom,37.4,126
2023-03-09,Brussels Grand Place,Brussels,Belgium,32.43,134
2023-03-09,Prague Charles Bridge,Prague,Czech Republic,36.27,138
2023-03-09,Berlin Kurfürstendamm,Berlin,Germany,36.66,115
2023-03-09,Athens Monastiraki,Athens,Greece,28.84,85
2023-03-09,Pisa Centrale,Pisa,Italy,25.63,94
2023-03-09,Warsaw Old Town,Warsaw,Poland,40.33,124
2023-03-09,Lisbon Bairro Alto,Lisbon,Portugal,31.81,102
2023-03-09,Bratislava Presidential Palace,Bratislava,Slovakia,36.16,126
2023-03-09,Barcelona Gothic,Barcelona,Spain,39.45,111
2023-03-09,Barcelona Passeig de Gracia,Barcelona,Spain,32.26,118
2023-03-09,"Calpe Seafront, Costa Blanca",Calpe,Spain,32.69,134
2023-03-09,Córdoba Mezquita Catedral,Cordoba,Spain,31.29,81
2023-03-09,Madrid Central,Madrid,Spain,38.08,121
2023-03-09,Glasgow Charing Cross,Glasgow,United Kingdom,28.27,115
2023-03-09,Edinburgh Cowgate,Edinburgh,United Kingdom,30.85,117
2023-03-09,London Elephant & Castle,London,United Kingdom,36.26,89
2023-03-09,London Kensington Holland Park,London,United Kingdom,28.82,124
2023-03-09,York Micklegate,York,United Kingdom,30.64,111
2023-03-10,Brussels Grand Place,Brussels,Belgium,30.11,115
2023-03-10,Prague Charles Bridge,Prague,Czech Republic,37.33,102
2023-03-10,Berlin Kurfürstendamm,Berlin,Germany,33.78,110
2023-03-10,Athens Monastiraki,Athens,Greece,28.84,107
2023-03-10,Pisa Centrale,Pisa,Italy,37.66,102
2023-03-10,Warsaw Old Town,Warsaw,Poland,26.12,89
2023-03-10,Lisbon Bairro Alto,Lisbon,Portugal,35.2,92
2023-03-10,Bratislava Presidential Palace,Bratislava,Slovakia,35.41,110
2023-03-10,Barcelona Gothic,Barcelona,Spain,30.86,84
2023-03-10,Barcelona Passeig de Gracia,Barcelona,Spain,36.82,112
2023-03-10,"Calpe Seafront, Costa Blanca",Calpe,Spain,40.46,92
2023-03-10,Córdoba Mezquita Catedral,Cordoba,Spain,32.92,106
2023-03-10,Madrid Central,Madrid,Spain,35.63,90
2023-03-10,Glasgow Charing Cross,Glasgow,United Kingdom,29.06,94
2023-03-10,Edinburgh Cowgate,Edinburgh,United Kingdom,30.7,78
2023-03-10,London Elephant & Castle,London,United Kingdom,27.47,127
2023-03-10,London Kensington Holland Park,London,United Kingdom,20.35,134
2023-03-10,York Micklegate,York,United Kingdom,38.74,73
2023-03-11,Brussels Grand Place,Brussels,Belgium,31.19,134
2023-03-11,Prague Charles Bridge,Prague,Czech Republic,31.62,164
2023-03-11,Berlin Kurfürstendamm,Berlin,Germany,36.22,126
2023-03-11,Athens Monastiraki,Athens,Greece,32.11,164
2023-03-11,Pisa Centrale,Pisa,Italy,36.3,118
2023-03-11,Warsaw Old Town,Warsaw,Poland,32.11,141
2023-03-11,Lisbon Bairro Alto,Lisbon,Portugal,33.58,116
2023-03-11,Bratislava Presidential Palace,Bratislava,Slovakia,38.87,124
2023-03-11,Barcelona Gothic,Barcelona,Spain,35.4,147
2023-03-11,Barcelona Passeig de Gracia,Barcelona,Spain,37.76,129
2023-03-11,"Calpe Seafront, Costa Blanca",Calpe,Spain,36.23,146
2023-03-11,Córdoba Mezquita Catedral,Cordoba,Spain,32.75,130
2023-03-11,Madrid Central,Madrid,Spain,40.96,127
2023-03-11,Glasgow Charing Cross,Glasgow,United Kingdom,40.02,116
2023-03-11,Edinburgh Cowgate,Edinburgh,United Kingdom,41.07,133
2023-03-11,London Elephant & Castle,London,United Kingdom,35.5,150
2023-03-11,London Kensington Holland Park,London,United Kingdom,25.72,144
2023-03-11,York Micklegate,York,United Kingdom,30.12,164
2023-03-12,Brussels Grand Place,Brussels,Belgium,27.5,119
2023-03-12,Prague Charles Bridge,Prague,Czech Republic,33.13,120
2023-03-12,Berlin Kurfürstendamm,Berlin,Germany,41.49,155
2023-03-12,Athens Monastiraki,Athens,Greece,35.01,152
2023-03-12,Pisa Centrale,Pisa,Italy,37.51,134
2023-03-12,Warsaw Old Town,Warsaw,Poland,38.69,137
2023-03-12,Lisbon Bairro Alto,Lisbon,Portugal,37.55,143
2023-03-12,Bratislava Presidential Palace,Bratislava,Slovakia,29.48,134
2023-03-12,Barcelona Gothic,Barcelona,Spain,35.32,163
2023-03-12,Barcelona Passeig de Gracia,Barcelona,Spain,30.56,130
2023-03-12,"Calpe Seafront, Costa Blanca",Calpe,Spain,26.58,164
2023-03-12,Córdoba Mezquita Catedral,Cordoba,Spain,24.2,141
2023-03-12,Madrid Central,Madrid,Spain,39.82,132
2023-03-12,Glasgow Charing Cross,Glasgow,United Kingdom,37.73,148
2023-03-12,Edinburgh Cowgate,Edinburgh,United Kingdom,33.57,140
2023-03-12,London Elephant & Castle,London,United Kingdom,25.99,127
2023-03-12,London Kensington Holland Park,London,United Kingdom,37.99,132
2023-03-12,York Micklegate,York,United Kingdom,33.74,154
2023-03-13,Brussels Grand Place,Brussels,Belgium,31.3,152
2023-03-13,Prague Charles Bridge,Prague,Czech Republic,31.72,108
2023-03-13,Berlin Kurfürstendamm,Berlin,Germany,30.54,114
2023-03-13,Athens Monastiraki,Athens,Greece,28.45,107
2023-03-13,Pisa Centrale,Pisa,Italy,30.9,93
2023-03-13,Warsaw Old Town,Warsaw,Poland,27.39,121
2023-03-13,Lisbon Bairro Alto,Lisbon,Portugal,29.57,112
2023-03-13,Bratislava Presidential Palace,Bratislava,Slovakia,26.87,113
2023-03-13,Barcelona Gothic,Barcelona,Spain,31.95,132
2023-03-13,Barcelona Passeig de Gracia,Barcelona,Spain,37.28,117
2023-03-13,"Calpe Seafront, Costa Blanca",Calpe,Spain,34.9,82
2023-03-13,Córdoba Mezquita Catedral,Cordoba,Spain,33.63,107
2023-03-13,Madrid Central,Madrid,Spain,32.76,142
2023-03-13,Glasgow Charing Cross,Glasgow,United Kingdom,30.84,113
2023-03-13,Edinburgh Cowgate,Edinburgh,United Kingdom,34.23,105
2023-03-13,London Elephant & Castle,London,United Kingdom,25.39,93
2023-03-13,London Kensington Holland Park,London,United Kingdom,32.72,100
2023-03-13,York Micklegate,York,United Kingdom,27.37,87
2023-03-14,Brussels Grand Place,Brussels,Belgium,37.82,92
2023-03-14,Prague Charles Bridge,Prague,Czech Republic,39.03,109
2023-03-14,Berlin Kurfürstendamm,Berlin,Germany,39.67,82
2023-03-14,Athens Monastiraki,Athens,Greece,33.55,114
2023-03-14,Pisa Centrale,Pisa,Italy,32.95,87
2023-03-14,Warsaw Old Town,Warsaw,Poland,22.58,80
2023-03-14,Lisbon Bairro Alto,Lisbon,Portugal,38.76,93
2023-03-14,Bratislava Presidential Palace,Bratislava,Slovakia,38.37,132
2023-03-14,Barcelona Gothic,Barcelona,Spain,29.94,127
2023-03-14,Barcelona Passeig de Gracia,Barcelona,Spain,36.06,97
2023-03-14,"Calpe Seafront, Costa Blanca",Calpe,Spain,32.9,112
2023-03-14,Córdoba Mezquita Catedral,Cordoba,Spain,22.75,96
2023-03-14,Madrid Central,Madrid,Spain,23.46,98
2023-03-14,Glasgow Charing Cross,Glasgow,United Kingdom,40.87,122
2023-03-14,Edinburgh Cowgate,Edinburgh,United Kingdom,29.57,124
2023-03-14,London Elephant & Castle,London,United Kingdom,27.09,126
2023-03-14,London Kensington Holland Park,London,United Kingdom,33.9,72
2023-03-14,York Micklegate,York,United Kingdom,28.37,109
2023-03-15,Brussels Grand Place,Brussels,Belgium,28.25,145
2023-03-15,Prague Charles Bridge,Prague,Czech Republic,25.8,135
2023-03-15,Berlin Kurfürstendamm,Berlin,Germany,31.82,106
2023-03-15,Athens Monastiraki,Athens,Greece,33.46,110
2023-03-15,Pisa Centrale,Pisa,Italy,30.45,110
2023-03-15,Warsaw Old Town,Warsaw,Poland,31.19,59
2023-03-15,Lisbon Bairro Alto,Lisbon,Portugal,31.16,154
2023-03-15,Bratislava Presidential Palace,Bratislava,Slovakia,40.88,112
2023-03-15,Barcelona Gothic,Barcelona,Spain,25.22,127
2023-03-15,Barcelona Passeig de Gracia,Barcelona,Spain,41.65,127
2023-03-15,"Calpe Seafront, Costa Blanca",Calpe,Spain,32.17,137
2023-03-15,Córdoba Mezquita Catedral,Cordoba,Spain,39.43,107
2023-03-15,Madrid Central,Madrid,Spain,26.88,123
2023-03-15,Glasgow Charing Cross,Glasgow,United Kingdom,40.12,106
2023-03-15,Edinburgh Cowgate,Edinburgh,United Kingdom,33.05,111
2023-03-15,London Elephant & Castle,London,United Kingdom,28.39,105
2023-03-15,London Kensington Holland Park,London,United Kingdom,35.28,151
2023-03-15,York Micklegate,York,United Kingdom,39.06,99
2023-03-16,Brussels Grand Place,Brussels,Belgium,35.13,137
2023-03-16,Prague Charles Bridge,Prague,Czech Republic,31.03,112
2023-03-16,Berlin Kurfürstendamm,Berlin,Germany,30.94,108
2023-03-16,Athens Monastiraki,Athens,Greece,28.7,116
2023-03-16,Pisa Centrale,Pisa,Italy,31.59,147
2023-03-16,Warsaw Old Town,Warsaw,Poland,40.59,71
2023-03-16,Lisbon Bairro Alto,Lisbon,Portugal,27.66,100
2023-03-16,Bratislava Presidential Palace,Bratislava,Slovakia,42.06,128
2023-03-16,Barcelona Gothic,Barcelona,Spain,28.67,102
2023-03-16,Barcelona Passeig de Gracia,Barcelona,Spain,22.71,69
2023-03-16,"Calpe Seafront, Costa Blanca",Calpe,Spain,26.42,110
2023-03-16,Córdoba Mezquita Catedral,Cordoba,Spain,37.18,110
2023-03-16,Madrid Central,Madrid,Spain,26.81,116
2023-03-16,Glasgow Charing Cross,Glasgow,United Kingdom,30.41,133
2023-03-16,Edinburgh Cowgate,Edinburgh,United Kingdom,36.98,108
2023-03-16,London Elephant & Castle,London,United Kingdom,38.27,118
2023-03-16,London Kensington Holland Park,London,United Kingdom,28.97,114
2023-03-16,York Micklegate,York,United Kingdom,33.06,137
2023-03-17,Brussels Grand Place,Brussels,Belgium,37.77,114
2023-03-17,Prague Charles Bridge,Prague,Czech Republic,39.75,87
2023-03-17,Berlin Kurfürstendamm,Berlin,Germany,25.32,96
2023-03-17,Athens Monastiraki,Athens,Greece,27.89,115
2023-03-17,Pisa Centrale,Pisa,Italy,37.36,106
2023-03-17,Warsaw Old Town,Warsaw,Poland,40.52,114
2023-03-17,Lisbon Bairro Alto,Lisbon,Portugal,37.94,113
2023-03-17,Bratislava Presidential Palace,Bratislava,Slovakia,22.64,121
2023-03-17,Barcelona Gothic,Barcelona,Spain,36.77,89
2023-03-17,Barcelona Passeig de Gracia,Barcelona,Spain,37.69,120
2023-03-17,"Calpe Seafront, Costa Blanca",Calpe,Spain,30.24,103
2023-03-17,Córdoba Mezquita Catedral,Cordoba,Spain,39.27,110
2023-03-17,Madrid Central,Madrid,Spain,36.05,133
2023-03-17,Glasgow Charing Cross,Glasgow,United Kingdom,36.1,116
2023-03-17,Edinburgh Cowgate,Edinburgh,United Kingdom,34.07,70
2023-03-17,London Elephant & Castle,London,United Kingdom,36.5,139
2023-03-17,London Kensington Holland Park,London,United Kingdom,32.35,79
2023-03-17,York Micklegate,York,United Kingdom,36.97,89
2023-03-18,Brussels Grand Place,Brussels,Belgium,40.79,139
2023-03-18,Prague Charles Bridge,Prague,Czech Republic,26.73,131
2023-03-18,Berlin Kurfürstendamm,Berlin,Germany,39.97,112
2023-03-18,Athens Monastiraki,Athens,Greece,41.73,138
2023-03-18,Pisa Centrale,Pisa,Italy,36.14,124
2023-03-18,Warsaw Old Town,Warsaw,Poland,37.44,144
2023-03-18,Lisbon Bairro Alto,Lisbon,Portugal,32.01,142
2023-03-18,Bratislava Presidential Palace,Bratislava,Slovakia,40.11,108
2023-03-18,Barcelona Gothic,Barcelona,Spain,37.43,164
2023-03-18,Barcelona Passeig de Gracia,Barcelona,Spain,28.3,147
2023-03-18,"Calpe Seafront, Costa Blanca",Calpe,Spain,26.64,115
2023-03-18,Córdoba Mezquita Catedral,Cordoba,Spain,42.25,144
2023-03-18,Madrid Central,Madrid,Spain,33.28,159
2023-03-18,Glasgow Charing Cross,Glasgow,United Kingdom,33.82,116
2023-03-18,Edinburgh Cowgate,Edinburgh,United Kingdom,38.06,99
2023-03-18,London Elephant & Castle,London,United Kingdom,36.77,144
2023-03-18,London Kensington Holland Park,London,United Kingdom,35.23,145
